Sentence,File_Name,Parse_Tree,Processed_Tree,Chunks,Highlight
"Retrospectively, in a 2016 interview, Tyler puts his gender appearance on stage in context with Aerosmiths music: I have never been afraid to show my androgynous side because I live through music, he said.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (S (S (ADVP (RB Retrospectively)) (, ,) (PP (IN in) (NP (DT a) (CD 2016) (NN interview))) (, ,) (NP (NNP Tyler)) (VP (VBZ puts) (NP (PRP$ his) (NN gender) (NN appearance)) (PP (IN on) (NP (NN stage))) (PP (IN in) (NP (NN context))) (PP (IN with) (NP (NNP Aerosmiths) (NN music))))) (: :) (S (NP (PRP I)) (VP (VBP have) (ADVP (RB never)) (VP (VBN been) (ADJP (JJ afraid) (S (VP (TO to) (VP (VB show) (NP (PRP$ my) (JJ androgynous) (NN side)))))) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP live) (PP (IN through) (NP (NN music)))))))))) (, ,) (NP (PRP he)) (VP (VBD said)) (. .)))","(S (ADVP (RB Retrospectively)) (, ,) (PP (IN in) (NP (DT a) (CD 2016) (NN interview))) (, ,) (NP (NNP Tyler)) (VP (VBZ puts) (NP (PRP$ his) (NN gender) (NN appearance)) (PP (IN on) (NP (NN stage))) (PP (IN in) (NP (NN context))) (PP (IN with) (NP (NNP Aerosmiths) (NN music))))) (: :) ","Retrospectively,in a 2016 interview,Tyler puts his gender appearance on stage in context with Aerosmiths music:",0
I think music is very feminine.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (NN music)) (VP (VBZ is) (ADJP (RB very) (JJ feminine)))))) (. .))),(S (NP (PRP I)) (VP (VBP think) (SBAR,I think,0
"In fact, I think Ive got abeing a male, you know, like Ive got 70, 60, 70 percent feminine in me that I live through, you know.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (S (PP (IN In) (NP (NN fact))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (VBP ve) (VP (VBN got) (S (S (VP (VBG abeing) (NP (DT a) (NN male)))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (SBAR (UH like) (S (NP (PRP I)) (VP (VBP ve) (VP (VBN got) (NP (NP (NP (CD 70)) (, ,) (NP (CD 60)) (, ,) (ADJP (NP (CD 70) (NN percent)) (JJ feminine) (PP (IN in) (NP (PRP me))))) (SBAR (WHNP (IN that)) (S (NP (PRP I)) (VP (VBP live) (PP (IN through))))))))))))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))","(S (PP (IN In) (NP (NN fact))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR ","In fact,I think",0
"Ive got three daughters and a beautiful son and I live through female through my fashions, my hair, the way I dress.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (S (NP (PRP I)) (VP (VBP ve) (VP (VBN got) (NP (NP (CD three) (NNS daughters)) (CC and) (NP (DT a) (JJ beautiful) (NN son)))))) (CC and) (S (NP (PRP I)) (VP (VBP live) (PP (IN through) (ADJP (JJ female))) (PP (IN through) (NP (NP (PRP$ my) (NNS fashions)) (, ,) (NP (PRP$ my) (NN hair)) (, ,) (NP (NP (DT the) (NN way)) (SBAR (S (NP (PRP I)) (VP (VBP dress))))))))) (. .)))",(S (NP (PRP I)) (VP (VBP ve) (VP (VBN got) (NP (NP (CD three) (NNS daughters)) (CC and) (NP (DT a) (JJ beautiful) (NN son)))))) (CC and),I ve got three daughters and a beautiful son and,0
"It just makes meit seems to me that it goes along with the music, the Aerosmith music.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (PRP It)) (ADVP (RB just)) (VP (VBZ makes) (S (NP (NN meit)) (VP (VBZ seems) (PP (IN to) (NP (PRP me))))) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ goes) (ADVP (RB along)) (PP (IN with) (NP (NP (DT the) (NN music)) (, ,) (NP (DT the) (NNP Aerosmith) (NN music)))))))) (. .)))",(S (NP (PRP It)) (ADVP (RB just)) (VP (VBZ makes),It just makes,0
"Interestingly, at an earlier point in their career in the mid-1970s, Aerosmith were perceived precisely as distinct from the gender ambiguity that is characteristic of glam rock protagonists, such as Alice Cooper, David Bowie, and Lou Reed, as is evidenced by a 1975 review: Through with each album, they get better at minimizing their weaknesses and capitalizing on their virtues it is Tylers ability to project crude, leering sexuality that makes Aerosmith attractive.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (ADVP (RB Interestingly)) (, ,) (PP (IN at) (NP (NP (DT an) (JJR earlier) (NN point)) (PP (IN in) (NP (NP (PRP$ their) (NN career)) (PP (IN in) (NP (DT the) (NNS mid-1970s))))))) (, ,) (NP (NNP Aerosmith)) (VP (VBD were) (VP (VBN perceived) (ADVP (RB precisely) (IN as) (ADJP (JJ distinct) (PP (IN from) (NP (NP (DT the) (NN gender) (NN ambiguity)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (ADJP (JJ characteristic) (PP (IN of) (NP (NP (NML (NN glam) (NN rock)) (NNS protagonists)) (, ,) (PP (JJ such) (IN as) (NP (NP (NNP Alice) (NNP Cooper)) (, ,) (NP (NNP David) (NNP Bowie)) (, ,) (CC and) (NP (NNP Lou) (NNP Reed)))))))))))))) (, ,) (SBAR (IN as) (S (VP (VBZ is) (VP (VBN evidenced) (PP (IN by) (NP (NP (DT a) (CD 1975) (NN review)) (: :) (S (PP (IN Through) (PP (IN with) (NP (DT each) (NN album)))) (, ,) (NP (PRP they)) (VP (VBP get) (ADJP (JJR better)) (PP (IN at) (S (VP (VP (VBG minimizing) (NP (PRP$ their) (NNS weaknesses))) (CC and) (VP (VBG capitalizing) (PP (IN on) (NP (PRP$ their) (NNS virtues))))))) (SBAR (S (NP (NP (PRP it))) (VP (VBZ is) (NP (NNP Tylers)) (NP (NN ability) (S (VP (TO to) (VP (VP (VB project) (NP (NN crude))) (, ,) (S (VP (VBG leering) (NP (NP (NN sexuality)) (SBAR (WHNP (WDT that)) (S (VP (VBZ makes) (S (NP (NNP Aerosmith)) (ADJP (JJ attractive)))))))))))))))))))))))))) (. .)))","(S (ADVP (RB Interestingly)) (, ,) (PP (IN at) (NP (NP (DT an) (JJR earlier) (NN point)) (PP (IN in) (NP (NP (PRP$ their) (NN career)) (PP (IN in) (NP (DT the) (NNS mid-1970s))))))) (, ,) (NP (NNP Aerosmith)) (VP (VBD were) (VP (VBN perceived) (ADVP (RB precisely) (IN as) (ADJP (JJ distinct) (PP (IN from) (NP (NP (DT the) (NN gender) (NN ambiguity)) (SBAR (WHNP (WDT that)) ","Interestingly,at an earlier point in their career in the mid-1970s,Aerosmith were perceived precisely as distinct from the gender ambiguity that",0
"Coming after a brief era when rocknroll fans in their adolescence were bombarded with the exaggerated sexual ambiguity of Alice, Bowie and Reed, it must be reassuring to have a band that knows everything weve wanted to know about sex all along: that its dirty.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (S (VP (VBG Coming) (PP (IN after) (NP (NP (DT a) (JJ brief) (NN era)) (SBAR (WHADVP (WRB when)) (S (NP (NP (NN rocknroll) (NNS fans)) (PP (IN in) (NP (PRP$ their) (NN adolescence)))) (VP (VBD were) (VP (VBN bombarded) (PP (IN with) (NP (NP (DT the) (JJ exaggerated) (JJ sexual) (NN ambiguity)) (PP (IN of) (NP (NNP Alice) (, ,) (NNP Bowie) (CC and) (NNP Reed))))))))))))) (, ,) (NP (NP (PRP it))) (VP (MD must) (VP (VB be) (ADJP (JJ reassuring)) (S (VP (TO to) (VP (VB have) (NP (NP (NP (DT a) (NN band)) (SBAR (WHNP (WDT that)) (S (VP (VBZ knows) (NP (NP (NP (NN everything)) (ADVP (RB weve))) (VP (VBD wanted) (S (VP (TO to) (VP (VB know) (PP (IN about) (NP (NN sex))) (ADVP (RB all) (RB along))))))))))) (: :) (SBAR (IN that) (NP (PRP$ its) (JJ dirty))))))))) (. .)))",(S (VP (VBG Coming) (PP (IN after) (NP (NP (DT a) (JJ brief) (NN era)) (SBAR (WHADVP (WRB when)),Coming after a brief era when,0
The evaluative demarcation made here between Tylers sexuality and the gender ambiguity of other artists is brought into a context on a musical level with a demarcation from the weak ballads.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (NP (NP (DT The) (JJ evaluative) (NN demarcation)) (VP (VBN made) (ADVP (RB here)) (PP (IN between) (NP (NP (NNP Tylers) (NN sexuality)) (CC and) (NP (NP (DT the) (NN gender) (NN ambiguity)) (PP (IN of) (NP (JJ other) (NNS artists)))))))) (VP (VBZ is) (VP (VBN brought) (PP (IN into) (NP (DT a) (NN context))) (PP (IN on) (NP (DT a) (JJ musical) (NN level))) (PP (IN with) (NP (NP (DT a) (NN demarcation)) (PP (IN from) (NP (DT the) (JJ weak) (NNS ballads))))))) (. .))),(S (NP (NP (DT The) (JJ evaluative) (NN demarcation)) (VP (VBN made) (ADVP (RB here)) (PP (IN between) (NP (NP (NNP Tylers) (NN sexuality)) (CC and) (NP (NP (DT the) (NN gender) (NN ambiguity)) (PP (IN of) (NP (JJ other) (NNS artists)))))))) (VP (VBZ is) (VP (VBN brought) (PP (IN into) (NP (DT a) (NN context))) (PP (IN on) (NP (DT a) (JJ musical) (NN level))) (PP (IN with) (NP (NP (DT a) (NN demarcation)) (PP (IN from) (NP (DT the) (JJ weak) (NNS ballads))))))) (. .))),The evaluative demarcation made here between Tylers sexuality and the gender ambiguity of other artists is brought into a context on a musical level with a demarcation from the weak ballads.,1
"Via the feminine connotation of ballad pop suggested by Middleton in his map of musical genres, its devaluation is simultaneously constructed in juxtaposition to male rock: Gauging authenticity, then, has often involved a process of raising artistic rock above commercial pop .",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (S (PP (IN Via) (NP (NP (NP (DT the) (JJ feminine) (NN connotation)) (PP (IN of) (NP (NN ballad) (NN pop)))) (VP (VBN suggested) (PP (IN by) (NP (NNP Middleton))) (PP (IN in) (NP (NP (PRP$ his) (NN map)) (PP (IN of) (NP (JJ musical) (NNS genres)))))))) (, ,) (NP (PRP$ its) (NN devaluation)) (VP (VBZ is) (ADVP (RB simultaneously)) (VP (VBN constructed) (PP (IN in) (NP (NP (NN juxtaposition)) (PP (IN to) (NP (JJ male) (NN rock)))))))) (: :) (S (NP (VBG Gauging) (NN authenticity)) (, ,) (ADVP (RB then)) (, ,) (VP (VBZ has) (ADVP (RB often)) (VP (VBN involved) (NP (NP (DT a) (NN process)) (PP (IN of) (S (VP (VBG raising) (NP (JJ artistic) (NN rock)) (PP (IN above) (NP (JJ commercial) (NN pop)))))))))) (. .)))","(S (PP (IN Via) (NP (NP (NP (DT the) (JJ feminine) (NN connotation)) (PP (IN of) (NP (NN ballad) (NN pop)))) (VP (VBN suggested) (PP (IN by) (NP (NNP Middleton))) (PP (IN in) (NP (NP (PRP$ his) (NN map)) (PP (IN of) (NP (JJ musical) (NNS genres)))))))) (, ,) (NP (PRP$ its) (NN devaluation)) (VP (VBZ is) (ADVP (RB simultaneously)) (VP (VBN constructed) (PP (IN in) (NP (NP (NN juxtaposition)) (PP (IN to) (NP (JJ male) (NN rock)))))))) (: :) ","Via the feminine connotation of ballad pop suggested by Middleton in his map of musical genres,its devaluation is simultaneously constructed in juxtaposition to male rock:",0
"This principle is also mirrored in an interview with songwriter Diane Warren, who associates Tyler with a macho rock star masculinity that is making her ballad Dont Want To Miss A Thing cooler than a female singer could:",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (DT This) (NN principle)) (VP (VBZ is) (ADVP (RB also)) (VP (VBN mirrored) (PP (IN in) (NP (NP (DT an) (NN interview)) (PP (IN with) (NP (NP (NN songwriter) (NNP Diane) (NNP Warren)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBZ associates) (NP (NNP Tyler)) (PP (IN with) (NP (NP (DT a) (JJ macho) (NML (NN rock) (NN star)) (NN masculinity)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBG making) (S (NP (PRP$ her) (NN ballad)) (ADVP (RB Dont)) (VP (VB Want) (S (VP (TO To) (VP (VB Miss) (NP (ADJP (NP (DT A) (NN Thing)) (JJ cooler)) (SBAR (IN than) (S (NP (DT a) (JJ female) (NN singer)) (VP (MD could))))))))))))))))))))))))) (: :)))","(S (NP (DT This) (NN principle)) (VP (VBZ is) (ADVP (RB also)) (VP (VBN mirrored) (PP (IN in) (NP (NP (DT an) (NN interview)) (PP (IN with) (NP (NP (NN songwriter) (NNP Diane) (NNP Warren)) (, ,) (SBAR (WHNP (WP who)) ","This principle is also mirrored in an interview with songwriter Diane Warren,who",0
"And so when I wrote the song, what was so cool about when Aerosmith did it, when Steven Tyler sang it, it became a different thing, because if you hear a girl singing thatwhen I wrote it I thought it would end up being like Celine Dion or somebody like that, you know, back in the dayI mean, whos a great singerbut its so much cooler to hear someone like Steven Tylerthis gruff, macho rock star, this amazing tough guyfor him to say that lyric, it just brought a whole other dimension to it.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (CC And) (ADVP (RB so)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD wrote) (NP (DT the) (NN song))))) (, ,) (SBAR (WHNP (WP what)) (S (VP (VBD was) (ADJP (RB so) (JJ cool) (PP (IN about) (SBAR (WHADVP (WRB when)) (S (NP (NNP Aerosmith)) (VP (VBD did) (NP (PRP it))))))) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (NNP Steven) (NNP Tyler)) (VP (VBD sang) (NP (PRP it)))))))) (, ,) (NP (PRP it)) (VP (VBD became) (NP (DT a) (JJ different) (NN thing)) (, ,) (SBAR (IN because) (S (SBAR (IN if) (S (NP (PRP you)) (VP (VBP hear) (NP (NP (DT a) (NN girl)) (VP (VBG singing) (ADVP (RB thatwhen))))))) (NP (PRP I)) (VP (VBD wrote) (NP (PRP it)) (SBAR (S (NP (PRP I)) (VP (VBD thought) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB end) (PRT (RP up)) (S (VP (VBG being) (PP (IN like) (NP (NP (NP (NNP Celine) (NNP Dion)) (CC or) (NP (NP (NP (NN somebody)) (PP (IN like) (NP (DT that)))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (ADVP (RB back) (PP (IN in) (NP (DT the) (NN dayI) (VBP mean)))))) (, ,) (SBAR (WHNP (WHNP (WP whos)) (NP (DT a) (JJ great) (NN singerbut))) (NP (NP (NP (PRP$ its) (ADJP (RB so) (JJ much)) (NN cooler)) (SBAR (S (VP (TO to) (VP (VB hear) (NP (NP (NN someone)) (PP (IN like) (NP (NNP Steven) (NNP Tylerthis) (NN gruff) (, ,) (JJ macho) (NN rock) (NN star))))))))) (, ,) (NP (NP (DT this) (JJ amazing) (JJ tough) (NN guyfor)) (SBAR (S (NP (PRP him)) (VP (TO to) (VP (VB say) (NP (DT that) (NN lyric))))))) (, ,) (S (NP (PRP it)) (ADVP (RB just)) (VP (VBD brought) (NP (DT a) (JJ whole) (JJ other) (NN dimension)) (PP (IN to) (NP (PRP it)))))))))))))))))))))) (. .)))",(S (CC And) (ADVP (RB so)) (SBAR (WHADVP (WRB when)),And so when,0
"I dont think it would have been the same hit, or the same standard, if it wasnt for someone like Steven Tyler doing that song.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB nt) (VP (VB think) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB have) (VP (VBN been) (NP (NP (DT the) (JJ same) (NN hit)) (, ,) (CC or) (NP (DT the) (JJ same) (NN standard)) (, ,)) (SBAR (IN if) (S (NP (PRP it)) (VP (VBD was) (RB nt) (PP (IN for) (S (NP (NP (NN someone)) (PP (IN like) (NP (NNP Steven) (NNP Tyler)))) (VP (VBG doing) (NP (DT that) (NN song))))))))))))))) (. .)))",(S (NP (PRP I)) (VP (VBP do) (RB nt) (VP (VB think) (SBAR,I do nt think,0
"Warren, too, places Tylers masculinity in a dualistic opposition to the ballad as a genre.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (NNP Warren)) (, ,) (ADVP (RB too)) (, ,) (VP (VBZ places) (NP (NNPS Tylers) (NN masculinity)) (PP (IN in) (NP (NP (DT a) (JJ dualistic) (NN opposition)) (PP (IN to) (NP (NP (DT the) (NN ballad)) (PP (IN as) (NP (DT a) (NN genre)))))))) (. .)))","(S (NP (NNP Warren)) (, ,) (ADVP (RB too)) (, ,) (VP (VBZ places) (NP (NNPS Tylers) (NN masculinity)) (PP (IN in) (NP (NP (DT a) (JJ dualistic) (NN opposition)) (PP (IN to) (NP (NP (DT the) (NN ballad)) (PP (IN as) (NP (DT a) (NN genre)))))))) (. .)))","Warren,too,places Tylers masculinity in a dualistic opposition to the ballad as a genre.",0
"On that basis, she then evaluates his performance of this very ballad as an interesting clash and a challenge.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (PP (IN On) (NP (DT that) (NN basis))) (, ,) (NP (PRP she)) (ADVP (RB then)) (VP (VBZ evaluates) (NP (NP (PRP$ his) (NN performance)) (PP (IN of) (NP (DT this) (JJ very) (NN ballad)))) (PP (IN as) (NP (NP (DT an) (JJ interesting) (NN clash)) (CC and) (NP (DT a) (NN challenge))))) (. .)))","(S (PP (IN On) (NP (DT that) (NN basis))) (, ,) (NP (PRP she)) (ADVP (RB then)) (VP (VBZ evaluates) (NP (NP (PRP$ his) (NN performance)) (PP (IN of) (NP (DT this) (JJ very) (NN ballad)))) (PP (IN as) (NP (NP (DT an) (JJ interesting) (NN clash)) (CC and) (NP (DT a) (NN challenge))))) (. .)))","On that basis,she then evaluates his performance of this very ballad as an interesting clash and a challenge.",0
"By neglecting the androgynous aspects of the singers performance, Warren emphasizes Tylers untouched macho rock star masculinity as contrasting the femininity of established ballad divas like Celine Dion.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (PP (IN By) (S (VP (VBG neglecting) (NP (NP (DT the) (JJ androgynous) (NNS aspects)) (PP (IN of) (NP (DT the) (NNS singers) (NN performance))))))) (, ,) (NP (NNP Warren)) (VP (VBZ emphasizes) (NP (NNPS Tylers)) (ADJP (JJ untouched) (NP (JJ macho) (NN rock) (NN star) (NN masculinity))) (PP (IN as) (S (VP (VBG contrasting) (NP (NP (DT the) (NN femininity)) (PP (IN of) (NP (NP (VBN established) (NN ballad) (NNS divas)) (PP (IN like) (NP (NNP Celine) (NNP Dion)))))))))) (. .)))",(S (PP (IN By),By,1
"While an award-winning ballad composer like Warren would certainly not devalue the ballad genre per se, metal music criticism, too, agrees on the quality of Aerosmiths interpretation of her ballad, as the following review by the German heavy metal magazine Rock Hard indicates:",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (SBAR (IN While) (S (NP (NP (DT an) (ADJP (NN award) (HYPH -) (VBG winning)) (NN ballad) (NN composer)) (PP (IN like) (NP (NNP Warren)))) (VP (MD would) (ADVP (RB certainly)) (RB not) (VP (VB devalue) (NP (NP (DT the) (NN ballad) (NN genre)) (PP (IN per) (NP (NN se)))))))) (, ,) (NP (NML (NN metal) (NN music)) (NN criticism)) (, ,) (ADVP (RB too)) (, ,) (VP (VBZ agrees) (PP (IN on) (NP (NP (DT the) (NN quality)) (PP (IN of) (NP (NP (NNP Aerosmiths) (NN interpretation)) (PP (IN of) (NP (PRP$ her) (NN ballad))))))) (, ,) (SBAR (IN as) (S (NP (NP (DT the) (VBG following) (NN review)) (PP (IN by) (NP (NP (DT the) (JJ German) (NML (JJ heavy) (NN metal)) (NN magazine)) (NP (NNP Rock) (NNP Hard))))) (VP (VBZ indicates))))) (: :)))",(S (SBAR (IN While),While,0
"That, for example, Steven Tyler & Gang, after the nevertheless rather disappointing Nine Lives CD, would once again come along with such a commanding performance as on I Dont Want To Miss A Thing probably surprises even the most optimistic members of the Aeroforce .",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (DT That)) (, ,) (PP (IN for) (NP (NN example))) (, ,) (NP (NNP Steven) (NNP Tyler) (CC &) (NNP Gang)) (, ,) (PP (IN after) (NP (DT the) (ADJP (RB nevertheless) (RB rather) (JJ disappointing)) (NML (NNP Nine) (NNPS Lives)) (NNP CD))) (, ,) (VP (VP (MD would) (ADVP (RB once) (RB again)) (VP (VB come) (ADVP (RB along)) (PP (IN with) (NP (NP (PDT such) (DT a) (JJ commanding) (NN performance)) (PP (IN as) (SBAR (IN on) (S (NP (PRP I)) (VP (MD Dont) (VP (VB Want) (S (VP (TO To) (VP (VB Miss) (NP (DT A) (NN Thing)))))))))))))) (ADVP (RB probably)) (VP (VBZ surprises) (NP (NP (RB even) (DT the) (ADJP (RBS most) (JJ optimistic)) (NNS members)) (PP (IN of) (NP (DT the) (NNP Aeroforce)))))) (. .)))","(S (NP (DT That)) (, ,) (PP (IN for) (NP (NN example))) (, ,) (NP (NNP Steven) (NNP Tyler) (CC &) (NNP Gang)) (, ,) (PP (IN after) (NP (DT the) (ADJP (RB nevertheless) (RB rather) (JJ disappointing)) (NML (NNP Nine) (NNPS Lives)) (NNP CD))) (, ,) (VP (VP (MD would) (ADVP (RB once) (RB again)) (VP (VB come) (ADVP (RB along)) (PP (IN with) (NP (NP (PDT such) (DT a) (JJ commanding) (NN performance)) (PP (IN as) (SBAR (IN on) ","That,for example,teven Tyler & Gang,after the nevertheless rather disappointing  Nine Lives,would once again come along with such a commanding performance as on",0
"The contrasting ratings between 1975s weak ballad material, suggesting devaluation as low pop, and 1998s commanding performance demonstrate the tension within the discourse around legitimate gender roles, genre rules, and authenticity.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (NP (NP (DT The) (JJ contrasting) (NNS ratings)) (PP (IN between) (NP (NN 1975s) (JJ weak) (NN ballad) (NN material)))) (, ,) (VP (VBG suggesting) (NP (NP (NN devaluation)) (PP (IN as) (NP (JJ low) (NN pop))))) (, ,) (CC and) (NP (NN 1998s) (VBG commanding) (NN performance))) (VP (VBP demonstrate) (NP (NP (DT the) (NN tension)) (PP (IN within) (NP (NP (DT the) (NN discourse)) (PP (IN around) (NP (NP (JJ legitimate) (NN gender) (NNS roles)) (, ,) (NP (NN genre) (NNS rules)) (, ,) (CC and) (NP (NN authenticity)))))))) (. .)))","(S (NP (NP (NP (DT The) (JJ contrasting) (NNS ratings)) (PP (IN between) (NP (NN 1975s) (JJ weak) (NN ballad) (NN material)))) (, ,) (VP (VBG suggesting) (NP (NP (NN devaluation)) (PP (IN as) (NP (JJ low) (NN pop))))) (, ,) (CC and) (NP (NN 1998s) (VBG commanding) (NN performance))) (VP (VBP demonstrate) (NP (NP (DT the) (NN tension)) (PP (IN within) (NP (NP (DT the) (NN discourse)) (PP (IN around) (NP (NP (JJ legitimate) (NN gender) (NNS roles)) (, ,) (NP (NN genre) (NNS rules)) (, ,) (CC and) (NP (NN authenticity)))))))) (. .)))","The contrasting ratings between 1975s weak ballad material,suggesting devaluation as low pop,and 1998s commanding performance demonstrate the tension within the discourse around legitimate gender roles,genre rules,and authenticity.",0
